Source,Source City,Source Country,Target,Target City,Target Country,Weight,TimeSeries,Lat ,Lon
ATL,Atlanta,USA,EWR,New York,USA,5670,200307,33.636667,-84.428056
ATL,Atlanta,USA,GSO,Greensboro/High Point,USA,8470,200307,33.636667,-84.428056
ATL,Atlanta,USA,GUA,Guatemala City,Guatemala,5735,200307,33.636667,-84.428056
ATL,Atlanta,USA,HSV,Huntsville,USA,2046,200307,33.636667,-84.428056
ATL,Atlanta,USA,LEX,Lexington,USA,3762,200307,33.636667,-84.428056
ATL,Atlanta,USA,LGW,London (GB),United Kingdom,12090,200307,33.636667,-84.428056
ATL,Atlanta,USA,MLB,Melbourne (US),USA,6200,200307,33.636667,-84.428056
ATL,Atlanta,USA,MYR,Myrtle Beach,USA,6402,200307,33.636667,-84.428056
ATL,Atlanta,USA,PFN,Panama City (US),USA,2170,200307,33.636667,-84.428056
ATL,Atlanta,USA,TRI,Tri-Cities Regional,USA,8052,200307,33.636667,-84.428056
ATL,Atlanta,USA,VPS,Valparaiso,USA,10164,200307,33.636667,-84.428056
ATL,Atlanta,USA,YVR,Vancouver,Canada,5735,200307,33.636667,-84.428056
ATL,Atlanta,USA,DCA,Washington,USA,48750,200307,33.636667,-84.428056
ATL,Atlanta,USA,DFW,Dallas/Fort Worth,USA,29400,200307,33.636667,-84.428056
ATL,Atlanta,USA,EVV,Evansville,USA,6150,200307,33.636667,-84.428056
ATL,Atlanta,USA,EWR,New York,USA,22350,200307,33.636667,-84.428056
ATL,Atlanta,USA,GSP,Greenville (US) SC,USA,6200,200307,33.636667,-84.428056
ATL,Atlanta,USA,HOU,Houston,USA,27104,200307,33.636667,-84.428056
ATL,Atlanta,USA,IND,Indianapolis,USA,10120,200307,33.636667,-84.428056
ATL,Atlanta,USA,JAN,Jackson (US) MS,USA,4650,200307,33.636667,-84.428056
ATL,Atlanta,USA,JAN,Jackson (US) MS,USA,17400,200307,33.636667,-84.428056
ATL,Atlanta,USA,JAX,Jacksonville (US) FL,USA,4650,200307,33.636667,-84.428056
ATL,Atlanta,USA,LAX,Los Angeles,USA,2680,200307,33.636667,-84.428056
ATL,Atlanta,USA,MEI,Meridian,USA,4650,200307,33.636667,-84.428056
ATL,Atlanta,USA,MIA,Miami,USA,6510,200307,33.636667,-84.428056
ATL,Atlanta,USA,MKE,Milwaukee,USA,13200,200307,33.636667,-84.428056
ATL,Atlanta,USA,MSY,New Orleans,USA,26825,200307,33.636667,-84.428056
ATL,Atlanta,USA,MTY,Monterrey,Mexico,6200,200307,33.636667,-84.428056
ATL,Atlanta,USA,MXP,Milan,Italy,6045,200307,33.636667,-84.428056
ATL,Atlanta,USA,NAS,Nassau,Bahamas,11285,200307,33.636667,-84.428056
ATL,Atlanta,USA,PDX,Portland (US) OR,USA,5735,200307,33.636667,-84.428056
ATL,Atlanta,USA,SLC,Salt Lake City,USA,17794,200307,33.636667,-84.428056
ATL,Atlanta,USA,STR,Stuttgart,Germany,6045,200307,33.636667,-84.428056
ATL,Atlanta,USA,STT,St Thomas Island,"Virgin Islands, US",5735,200307,33.636667,-84.428056
ATL,Atlanta,USA,TUL,Tulsa,USA,12166,200307,33.636667,-84.428056
ATL,Atlanta,USA,YYZ,Toronto,Canada,4800,200307,33.636667,-84.428056
AVL,Asheville,USA,CVG,Cincinnati,USA,4600,200307,35.60119773,-82.55414474
BDL,Hartford,USA,ATL,Atlanta,USA,5670,200307,41.938889,-72.683333
CVG,Cincinnati,USA,DAB,Daytona Beach,USA,200,200307,39.048889,-84.667778
AEX,Alexandria (US),USA,DFW,Dallas/Fort Worth,USA,3050,200307,31.3275,-92.548611
AGS,Augusta (US) GA,USA,ATL,Atlanta,USA,4350,200307,33.366667,-81.966667
ATL,Atlanta,USA,AGS,Augusta (US) GA,USA,4350,200307,33.636667,-84.428056
ATL,Atlanta,USA,BDL,Hartford,USA,9150,200307,33.636667,-84.428056
ATL,Atlanta,USA,BHM,Birmingham (US),USA,13200,200307,33.636667,-84.428056
ATL,Atlanta,USA,CLE,Cleveland,USA,3100,200307,33.636667,-84.428056
ATL,Atlanta,USA,CVG,Cincinnati,USA,1350,200307,33.636667,-84.428056
BDL,Hartford,USA,ATL,Atlanta,USA,11285,200307,41.938889,-72.683333
BDL,Hartford,USA,CVG,Cincinnati,USA,6045,200307,41.938889,-72.683333
BNA,Nashville,USA,MCO,Orlando,USA,4650,200307,36.16997438,-86.77998499
BOS,Boston,USA,RSW,Fort Myers,USA,11285,200307,42.363056,-71
BTR,Baton Rouge,USA,ATL,Atlanta,USA,4650,200307,30.533333,-91.15
CVG,Cincinnati,USA,MCO,Orlando,USA,14400,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ORD,Chicago,USA,8700,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ORF,Norfolk,USA,2100,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ROA,Roanoke,USA,2850,200307,39.048889,-84.667778
CVG,Cincinnati,USA,SCE,State College,USA,1500,200307,39.048889,-84.667778
DAB,Daytona Beach,USA,CVG,Cincinnati,USA,200,200307,29.21055422,-81.0230754
ATL,Atlanta,USA,DFW,Dallas/Fort Worth,USA,70,200307,33.636667,-84.428056
ATL,Atlanta,USA,FAY,Fayetteville (US) NC,USA,5950,200307,33.636667,-84.428056
ATL,Atlanta,USA,OMA,Omaha,USA,9150,200307,33.636667,-84.428056
ATL,Atlanta,USA,PBI,West Palm Beach,USA,16280,200307,33.636667,-84.428056
ATL,Atlanta,USA,PHX,Phoenix,USA,18600,200307,33.636667,-84.428056
ATL,Atlanta,USA,PNS,Pensacola,USA,2170,200307,33.636667,-84.428056
ATL,Atlanta,USA,SAT,San Antonio,USA,3450,200307,33.636667,-84.428056
ATL,Atlanta,USA,SJO,San Jose,Costa Rica,6510,200307,33.636667,-84.428056
ATL,Atlanta,USA,SLC,Salt Lake City,USA,4620,200307,33.636667,-84.428056
BOS,Boston,USA,ATL,Atlanta,USA,16800,200307,42.363056,-71
BUF,Buffalo,USA,ATL,Atlanta,USA,6200,200307,42.87997825,-78.88000208
CLT,Charlotte,USA,ATL,Atlanta,USA,3100,200307,35.20499453,-80.83003809
CMH,Columbus (US) OH,USA,FLL,Fort Lauderdale,USA,1147,200307,40,-82.883333
COS,Colorado Springs,USA,SLC,Salt Lake City,USA,7700,200307,38.816667,-104.716667
CAK,Akron/Canton,USA,ATL,Atlanta,USA,4340,200307,40.916111,-81.442222
CHS,Charleston (US) SC,USA,DFW,Dallas/Fort Worth,USA,4450,200307,32.898611,-80.040556
CLE,Cleveland,USA,ATL,Atlanta,USA,13050,200307,41.416667,-81.85
DCA,Washington,USA,FLL,Fort Lauderdale,USA,1550,200307,38.851944,-77.037778
DCA,Washington,USA,LGA,New York,USA,31824,200307,38.851944,-77.037778
DEN,Denver,USA,CVG,Cincinnati,USA,5735,200307,39.861667,-104.673056
DEN,Denver,USA,SLC,Salt Lake City,USA,13350,200307,39.861667,-104.673056
DFW,Dallas/Fort Worth,USA,ELP,El Paso,USA,1147,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,SEA,Seattle,USA,4466,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,SHV,Shreveport,USA,6200,200307,32.896944,-97.038056
DSM,Des Moines,USA,ATL,Atlanta,USA,2170,200307,41.57998008,-93.61998092
BDL,Hartford,USA,CVG,Cincinnati,USA,4500,200307,41.938889,-72.683333
BDL,Hartford,USA,MCO,Orlando,USA,10695,200307,41.938889,-72.683333
BHM,Birmingham (US),USA,DFW,Dallas/Fort Worth,USA,6150,200307,52.47497398,-70
BOS,Boston,USA,CVG,Cincinnati,USA,11285,200307,42.363056,-71
CRW,Charleston (US) WV,USA,ATL,Atlanta,USA,7650,200307,38.366667,-81.6
CVG,Cincinnati,USA,BDL,Hartford,USA,5655,200307,39.048889,-84.667778
CVG,Cincinnati,USA,DEN,Denver,USA,18600,200307,39.048889,-84.667778
CVG,Cincinnati,USA,DSM,Des Moines,USA,2170,200307,39.048889,-84.667778
CVG,Cincinnati,USA,EWR,New York,USA,2450,200307,39.048889,-84.667778
ABQ,Albuquerque,USA,CVG,Cincinnati,USA,11470,200307,35.10497479,-106.6413308
ALB,Albany (US) NY,USA,ATL,Atlanta,USA,13800,200307,42.733333,-73.8
ANC,Anchorage,USA,SLC,Salt Lake City,USA,5735,200307,61.174444,-149.996389
ATL,Atlanta,USA,ALB,Albany (US) NY,USA,13800,200307,33.636667,-84.428056
ATL,Atlanta,USA,BOS,Boston,USA,17794,200307,33.636667,-84.428056
ATL,Atlanta,USA,CLT,Charlotte,USA,4650,200307,33.636667,-84.428056
ATL,Atlanta,USA,DAB,Daytona Beach,USA,19350,200307,33.636667,-84.428056
ATL,Atlanta,USA,FRA,Frankfurt,Germany,3120,200307,33.636667,-84.428056
ATL,Atlanta,USA,FWA,Fort Wayne,USA,3050,200307,33.636667,-84.428056
ATW,Appleton,USA,ATL,Atlanta,USA,1700,200307,44.26867902,-88.40050623
CVG,Cincinnati,USA,ACY,Atlantic City,USA,4550,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ATL,Atlanta,USA,26700,200307,39.048889,-84.667778
CVG,Cincinnati,USA,AVL,Asheville,USA,4600,200307,39.048889,-84.667778
CVG,Cincinnati,USA,BWI,Baltimore,USA,4650,200307,39.048889,-84.667778
ELP,El Paso,USA,DFW,Dallas/Fort Worth,USA,1147,200307,31.8,-106.383333
FLL,Fort Lauderdale,USA,ATL,Atlanta,USA,35685,200307,26.0725,-80.152778
FLL,Fort Lauderdale,USA,DCA,Washington,USA,1550,200307,26.0725,-80.152778
ABY,Albany (US) GA,USA,ATL,Atlanta,USA,6100,200307,31.533333,-84.2
ANC,Anchorage,USA,ATL,Atlanta,USA,6045,200307,61.174444,-149.996389
ATL,Atlanta,USA,ABY,Albany (US) GA,USA,6100,200307,33.636667,-84.428056
ATL,Atlanta,USA,ANC,Anchorage,USA,6045,200307,33.636667,-84.428056
ATL,Atlanta,USA,CHS,Charleston (US) SC,USA,15725,200307,33.636667,-84.428056
ATL,Atlanta,USA,DCA,Washington,USA,3100,200307,33.636667,-84.428056
ATL,Atlanta,USA,DFW,Dallas/Fort Worth,USA,1500,200307,33.636667,-84.428056
ATL,Atlanta,USA,FCO,Rome (IT),Italy,536,200307,33.636667,-84.428056
ATL,Atlanta,USA,FLO,Florence (US),USA,4400,200307,33.636667,-84.428056
ATL,Atlanta,USA,GTR,Columbus,USA,4550,200307,33.636667,-84.428056
ATL,Atlanta,USA,IAD,Washington,USA,23100,200307,33.636667,-84.428056
ATL,Atlanta,USA,MCN,Macon,USA,1782,200307,33.636667,-84.428056
ATL,Atlanta,USA,MKE,Milwaukee,USA,3100,200307,33.636667,-84.428056
BTR,Baton Rouge,USA,ATL,Atlanta,USA,2170,200307,30.533333,-91.15
CVG,Cincinnati,USA,IND,Indianapolis,USA,1984,200307,39.048889,-84.667778
CVG,Cincinnati,USA,MCO,Orlando,USA,3100,200307,39.048889,-84.667778
CVG,Cincinnati,USA,MCO,Orlando,USA,5735,200307,39.048889,-84.667778
ATL,Atlanta,USA,GNV,Gainesville,USA,9306,200307,33.636667,-84.428056
ATL,Atlanta,USA,GRR,Grand Rapids (US) MI,USA,2170,200307,33.636667,-84.428056
ATL,Atlanta,USA,LGA,New York,USA,6090,200307,33.636667,-84.428056
ATL,Atlanta,USA,LIT,Little Rock,USA,1550,200307,33.636667,-84.428056
ATL,Atlanta,USA,LYH,Lynchburg,USA,4600,200307,33.636667,-84.428056
ATL,Atlanta,USA,MCI,Kansas City,USA,36190,200307,33.636667,-84.428056
ATL,Atlanta,USA,ONT,Ontario,USA,11470,200307,33.636667,-84.428056
ATL,Atlanta,USA,PHL,Philadelphia,USA,13090,200307,33.636667,-84.428056
ATL,Atlanta,USA,PIT,Pittsburgh,USA,1550,200307,33.636667,-84.428056
ATL,Atlanta,USA,PWM,Portland (US) ME,USA,9150,200307,33.636667,-84.428056
ATL,Atlanta,USA,RSW,Fort Myers,USA,18480,200307,33.636667,-84.428056
ATL,Atlanta,USA,SXM,St Maarten,Netherlands Antilles,740,200307,33.636667,-84.428056
ATL,Atlanta,USA,TLH,Tallahassee,USA,3100,200307,33.636667,-84.428056
BGR,Bangor,USA,BOS,Boston,USA,3968,200307,44.80115297,-68.77834477
BGR,Bangor,USA,CVG,Cincinnati,USA,4340,200307,44.80115297,-68.77834477
BHM,Birmingham (US),USA,ATL,Atlanta,USA,18172,200307,52.47497398,-70
BOI,Boise,USA,SLC,Salt Lake City,USA,10750,200307,43.60859011,-116.2274899
BOS,Boston,USA,ATL,Atlanta,USA,9065,200307,42.363056,-71
BOS,Boston,USA,BGR,Bangor,USA,3968,200307,42.363056,-71
BOS,Boston,USA,SLC,Salt Lake City,USA,5735,200307,42.363056,-71
GNV,Gainesville,USA,ATL,Atlanta,USA,3050,200307,29.65138002,-82.32503727
CVG,Cincinnati,USA,FWA,Fort Wayne,USA,1500,200307,39.048889,-84.667778
CVG,Cincinnati,USA,GRR,Grand Rapids (US) MI,USA,1984,200307,39.048889,-84.667778
CVG,Cincinnati,USA,IND,Indianapolis,USA,4650,200307,39.048889,-84.667778
CVG,Cincinnati,USA,LAS,Las Vegas,USA,17205,200307,39.048889,-84.667778
CVG,Cincinnati,USA,MSP,Minneapolis/St Paul,USA,4312,200307,39.048889,-84.667778
ATL,Atlanta,USA,MSY,New Orleans,USA,6045,200307,33.636667,-84.428056
ATL,Atlanta,USA,PFN,Panama City (US),USA,12210,200307,33.636667,-84.428056
ATL,Atlanta,USA,PNS,Pensacola,USA,2046,200307,33.636667,-84.428056
ATL,Atlanta,USA,RIC,Richmond (US),USA,17850,200307,33.636667,-84.428056
ATL,Atlanta,USA,ROA,Roanoke,USA,4550,200307,33.636667,-84.428056
ATL,Atlanta,USA,ROA,Roanoke,USA,4026,200307,33.636667,-84.428056
ATL,Atlanta,USA,SDF,Louisville,USA,17850,200307,33.636667,-84.428056
ATL,Atlanta,USA,SEA,Seattle,USA,17794,200307,33.636667,-84.428056
ATL,Atlanta,USA,SJC,San Jose (US),USA,11100,200307,33.636667,-84.428056
ATL,Atlanta,USA,SWF,Poughkeepsie,USA,3050,200307,33.636667,-84.428056
ATL,Atlanta,USA,TPA,Tampa,USA,1550,200307,33.636667,-84.428056
ATL,Atlanta,USA,TYS,Knoxville,USA,18000,200307,33.636667,-84.428056
AVP,Wilkes-Barre,USA,CVG,Cincinnati,USA,4600,200307,41.338333,-75.723333
BHM,Birmingham (US),USA,ATL,Atlanta,USA,5365,200307,52.47497398,-70
BHM,Birmingham (US),USA,CVG,Cincinnati,USA,4650,200307,52.47497398,-70
BIL,Billings,USA,SLC,Salt Lake City,USA,4500,200307,45.78830202,-108.5400004
CMH,Columbus (US) OH,USA,ATL,Atlanta,USA,17020,200307,40,-82.883333
CVG,Cincinnati,USA,BDL,Hartford,USA,4650,200307,39.048889,-84.667778
CVG,Cincinnati,USA,BOS,Boston,USA,11100,200307,39.048889,-84.667778
DAY,Dayton,USA,ATL,Atlanta,USA,13350,200307,39.75,-84.183333
DEN,Denver,USA,CVG,Cincinnati,USA,9300,200307,39.861667,-104.673056
DEN,Denver,USA,SLC,Salt Lake City,USA,3840,200307,39.861667,-104.673056
DFW,Dallas/Fort Worth,USA,ATL,Atlanta,USA,1560,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,MGM,Montgomery,USA,4550,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,SAV,Savannah,USA,4650,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,SLC,Salt Lake City,USA,9394,200307,32.896944,-97.038056
AUS,Austin,USA,CVG,Cincinnati,USA,7015,200307,30.194444,-97.67
CHA,Chattanooga,USA,CVG,Cincinnati,USA,4400,200307,35.035278,-85.203889
CLE,Cleveland,USA,ATL,Atlanta,USA,10580,200307,41.416667,-81.85
CVG,Cincinnati,USA,BGR,Bangor,USA,4340,200307,39.048889,-84.667778
CVG,Cincinnati,USA,CHA,Chattanooga,USA,4350,200307,39.048889,-84.667778
CVG,Cincinnati,USA,PVD,Providence,USA,5735,200307,39.048889,-84.667778
CVG,Cincinnati,USA,SFO,San Francisco,USA,11285,200307,39.048889,-84.667778
CVG,Cincinnati,USA,SLC,Salt Lake City,USA,16465,200307,39.048889,-84.667778
CVG,Cincinnati,USA,SRQ,Sarasota/Bradenton,USA,4550,200307,39.048889,-84.667778
JFK,New York,USA,NCE,Nice,France,6045,200307,40.633333,-73.783333
BNA,Nashville,USA,DFW,Dallas/Fort Worth,USA,5800,200307,36.16997438,-86.77998499
BOS,Boston,USA,FLL,Fort Lauderdale,USA,17020,200307,42.363056,-71
BQK,Brunswick,USA,ATL,Atlanta,USA,5900,200307,31.25,-81.45
BUF,Buffalo,USA,ATL,Atlanta,USA,6370,200307,42.87997825,-78.88000208
ABQ,Albuquerque,USA,DFW,Dallas/Fort Worth,USA,4620,200307,35.10497479,-106.6413308
AEX,Alexandria (US),USA,DFW,Dallas/Fort Worth,USA,30,200307,31.3275,-92.548611
AEX,Alexandria (US),USA,GTR,Columbus,USA,30,200307,31.3275,-92.548611
ALB,Albany (US) NY,USA,CVG,Cincinnati,USA,2170,200307,42.733333,-73.8
ATL,Atlanta,USA,CAE,Columbia (US) SC,USA,6785,200307,33.636667,-84.428056
ATL,Atlanta,USA,CLT,Charlotte,USA,2772,200307,33.636667,-84.428056
ATL,Atlanta,USA,DAY,Dayton,USA,16835,200307,33.636667,-84.428056
ATL,Atlanta,USA,EYW,Key West,USA,4340,200307,33.636667,-84.428056
ATL,Atlanta,USA,GSP,Greenville (US) SC,USA,3388,200307,33.636667,-84.428056
ATL,Atlanta,USA,LGA,New York,USA,22200,200307,33.636667,-84.428056
ATL,Atlanta,USA,MCN,Macon,USA,6000,200307,33.636667,-84.428056
ATL,Atlanta,USA,MIA,Miami,USA,35295,200307,33.636667,-84.428056
ATL,Atlanta,USA,MOB,Mobile,USA,4650,200307,33.636667,-84.428056
ATL,Atlanta,USA,OAK,Oakland,USA,5735,200307,33.636667,-84.428056
ATL,Atlanta,USA,ORF,Norfolk,USA,9000,200307,33.636667,-84.428056
ATL,Atlanta,USA,PHL,Philadelphia,USA,17100,200307,33.636667,-84.428056
ATL,Atlanta,USA,PVD,Providence,USA,13800,200307,33.636667,-84.428056
ATL,Atlanta,USA,RDU,Raleigh/Durham,USA,9240,200307,33.636667,-84.428056
ATL,Atlanta,USA,RSW,Fort Myers,USA,5850,200307,33.636667,-84.428056
CVG,Cincinnati,USA,DFW,Dallas/Fort Worth,USA,18150,200307,39.048889,-84.667778
CVG,Cincinnati,USA,LAX,Los Angeles,USA,28305,200307,39.048889,-84.667778
CVG,Cincinnati,USA,LEX,Lexington,USA,1952,200307,39.048889,-84.667778
CVG,Cincinnati,USA,LEX,Lexington,USA,7700,200307,39.048889,-84.667778
CVG,Cincinnati,USA,LIT,Little Rock,USA,4550,200307,39.048889,-84.667778
CVG,Cincinnati,USA,MHT,Manchester (US),USA,1750,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ORF,Norfolk,USA,4500,200307,39.048889,-84.667778
CVG,Cincinnati,USA,RDU,Raleigh/Durham,USA,4600,200307,39.048889,-84.667778
DFW,Dallas/Fort Worth,USA,XNA,Fayetteville (US) AR,USA,6100,200307,32.896944,-97.038056
EWR,New York,USA,CVG,Cincinnati,USA,2450,200307,40.6925,-74.168611
FLL,Fort Lauderdale,USA,ATL,Atlanta,USA,35014,200307,26.0725,-80.152778
FLL,Fort Lauderdale,USA,CMH,Columbus (US) OH,USA,1147,200307,26.0725,-80.152778
BNA,Nashville,USA,CVG,Cincinnati,USA,2100,200307,36.16997438,-86.77998499
BNA,Nashville,USA,CVG,Cincinnati,USA,4650,200307,36.16997438,-86.77998499
BOI,Boise,USA,SLC,Salt Lake City,USA,8624,200307,43.60859011,-116.2274899
CVG,Cincinnati,USA,IND,Indianapolis,USA,4650,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ISP,Long Island Macarthur,USA,4130,200307,39.048889,-84.667778
DEN,Denver,USA,CVG,Cincinnati,USA,4774,200307,39.861667,-104.673056
DFW,Dallas/Fort Worth,USA,CHS,Charleston (US) SC,USA,4450,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,CVG,Cincinnati,USA,4620,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,IAH,Houston,USA,3100,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,JAX,Jacksonville (US) FL,USA,4650,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,LAX,Los Angeles,USA,18634,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,MCO,Orlando,USA,11285,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,MSP,Minneapolis/St Paul,USA,3100,200307,32.896944,-97.038056
DTW,Detroit,USA,ATL,Atlanta,USA,5735,200307,42.2125,-83.353333
LAX,Los Angeles,USA,OGG,Kahului,USA,9184,200307,33.9425,-118.407222
LGA,New York,USA,DCA,Washington,USA,31824,200307,40.766667,-73.866667
CLT,Charlotte,USA,ATL,Atlanta,USA,18630,200307,35.20499453,-80.83003809
CMH,Columbus (US) OH,USA,DFW,Dallas/Fort Worth,USA,1600,200307,40,-82.883333
CVG,Cincinnati,USA,AVP,Wilkes-Barre,USA,4600,200307,39.048889,-84.667778
ATL,Atlanta,USA,RSW,Fort Myers,USA,15725,200307,33.636667,-84.428056
ATL,Atlanta,USA,SAV,Savannah,USA,32648,200307,33.636667,-84.428056
ATL,Atlanta,USA,SBN,South Bend,USA,4650,200307,33.636667,-84.428056
ATL,Atlanta,USA,STL,St Louis,USA,18450,200307,33.636667,-84.428056
ATL,Atlanta,USA,TOL,Toledo,USA,1750,200307,33.636667,-84.428056
ATL,Atlanta,USA,TPA,Tampa,USA,6510,200307,33.636667,-84.428056
ATL,Atlanta,USA,XNA,Fayetteville (US) AR,USA,8850,200307,33.636667,-84.428056
ATL,Atlanta,USA,AUS,Austin,USA,13050,200307,33.636667,-84.428056
ATL,Atlanta,USA,CAE,Columbia (US) SC,USA,2170,200307,33.636667,-84.428056
ATL,Atlanta,USA,CMH,Columbus (US) OH,USA,18450,200307,33.636667,-84.428056
ATL,Atlanta,USA,COS,Colorado Springs,USA,9394,200307,33.636667,-84.428056
ATL,Atlanta,USA,DTW,Detroit,USA,26700,200307,33.636667,-84.428056
ATL,Atlanta,USA,GRR,Grand Rapids (US) MI,USA,4450,200307,33.636667,-84.428056
ATL,Atlanta,USA,HSV,Huntsville,USA,6100,200307,33.636667,-84.428056
ATL,Atlanta,USA,IND,Indianapolis,USA,1550,200307,33.636667,-84.428056
ATL,Atlanta,USA,LAS,Las Vegas,USA,12090,200307,33.636667,-84.428056
ATL,Atlanta,USA,MBJ,Montego Bay,Jamaica,4774,200307,33.636667,-84.428056
ATL,Atlanta,USA,ORD,Chicago,USA,9990,200307,33.636667,-84.428056
ATL,Atlanta,USA,PFN,Panama City (US),USA,1550,200307,33.636667,-84.428056
ATL,Atlanta,USA,SFO,San Francisco,USA,9240,200307,33.636667,-84.428056
ATL,Atlanta,USA,SJU,San Juan (PR),Puerto Rico,7215,200307,33.636667,-84.428056
ATL,Atlanta,USA,TUL,Tulsa,USA,1380,200307,33.636667,-84.428056
ATL,Atlanta,USA,YOW,Ottawa,Canada,3100,200307,33.636667,-84.428056
CVG,Cincinnati,USA,SDF,Louisville,USA,3450,200307,39.048889,-84.667778
CVG,Cincinnati,USA,SHV,Shreveport,USA,3050,200307,39.048889,-84.667778
CVG,Cincinnati,USA,TPA,Tampa,USA,18150,200307,39.048889,-84.667778
CVG,Cincinnati,USA,TPA,Tampa,USA,195,200307,39.048889,-84.667778
HNL,Honolulu,USA,LAX,Los Angeles,USA,17794,200307,21.30687644,-157.8579979
HPN,Westchester County,USA,ATL,Atlanta,USA,4400,200307,41.066667,-73.7
IAD,Washington,USA,ATL,Atlanta,USA,15540,200307,38.944444,-77.455833
IAD,Washington,USA,SLC,Salt Lake City,USA,4774,200307,38.944444,-77.455833
AUS,Austin,USA,SLC,Salt Lake City,USA,4450,200307,30.194444,-97.67
BDL,Hartford,USA,ATL,Atlanta,USA,9300,200307,41.938889,-72.683333
BHM,Birmingham (US),USA,ATL,Atlanta,USA,13350,200307,52.47497398,-70
BHM,Birmingham (US),USA,CVG,Cincinnati,USA,5950,200307,52.47497398,-70
BOS,Boston,USA,CMH,Columbus (US) OH,USA,4550,200307,42.363056,-71
BOS,Boston,USA,LGA,New York,USA,18000,200307,42.363056,-71
BOS,Boston,USA,RSW,Fort Myers,USA,512,200307,42.363056,-71
BOS,Boston,USA,TPA,Tampa,USA,14985,200307,42.363056,-71
BTR,Baton Rouge,USA,ATL,Atlanta,USA,6785,200307,30.533333,-91.15
BTV,Burlington (US) VT,USA,CVG,Cincinnati,USA,4650,200307,44.471944,-73.153333
BWI,Baltimore,USA,ATL,Atlanta,USA,210,200307,39.175278,-76.668333
BZN,Bozeman,USA,SLC,Salt Lake City,USA,5950,200307,45.68009157,-111.0378325
CVG,Cincinnati,USA,MSN,Madison,USA,3050,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ORF,Norfolk,USA,3150,200307,39.048889,-84.667778
CVG,Cincinnati,USA,RDU,Raleigh/Durham,USA,2170,200307,39.048889,-84.667778
CVG,Cincinnati,USA,ROC,Rochester (US) NY,USA,2240,200307,39.048889,-84.667778
CVG,Cincinnati,USA,SEA,Seattle,USA,17020,200307,39.048889,-84.667778
FWA,Fort Wayne,USA,CVG,Cincinnati,USA,1500,200307,41.116667,-85.116667
GRR,Grand Rapids (US) MI,USA,CVG,Cincinnati,USA,1984,200307,42.96,-85.67
MCN,Macon,USA,ATL,Atlanta,USA,280,200307,32.683333,-83.65
MCO,Orlando,USA,CVG,Cincinnati,USA,9750,200307,28.429444,-81.308889
CVG,Cincinnati,USA,BHM,Birmingham (US),USA,4500,200307,39.048889,-84.667778
CVG,Cincinnati,USA,DSM,Des Moines,USA,5950,200307,39.048889,-84.667778
CVG,Cincinnati,USA,GSO,Greensboro/High Point,USA,9250,200307,39.048889,-84.667778
CVG,Cincinnati,USA,JFK,New York,USA,11700,200307,39.048889,-84.667778
AMA,Amarillo,USA,DFW,Dallas/Fort Worth,USA,4600,200307,35.226389,-101.705833
ATL,Atlanta,USA,AUS,Austin,USA,7015,200307,33.636667,-84.428056
ATL,Atlanta,USA,BCN,Barcelona (ES),Spain,6045,200307,33.636667,-84.428056
ATL,Atlanta,USA,BHM,Birmingham (US),USA,115,200307,33.636667,-84.428056
ATL,Atlanta,USA,BNA,Nashville,USA,19795,200307,33.636667,-84.428056
ATL,Atlanta,USA,BOS,Boston,USA,4928,200307,33.636667,-84.428056
ATL,Atlanta,USA,CAK,Akron/Canton,USA,4100,200307,33.636667,-84.428056
ATL,Atlanta,USA,IND,Indianapolis,USA,18300,200307,33.636667,-84.428056
ATL,Atlanta,USA,MDT,Harrisburg,USA,6150,200307,33.636667,-84.428056
ATL,Atlanta,USA,NRT,Tokyo,Japan,8308,200307,33.636667,-84.428056
ATL,Atlanta,USA,RIC,Richmond (US),USA,9890,200307,33.636667,-84.428056
ATL,Atlanta,USA,SAL,San Salvador (SV),El Salvador,4774,200307,33.636667,-84.428056
ATL,Atlanta,USA,SDF,Louisville,USA,2170,200307,33.636667,-84.428056
ATL,Atlanta,USA,TLH,Tallahassee,USA,18018,200307,33.636667,-84.428056
ATL,Atlanta,USA,TPA,Tampa,USA,4650,200307,33.636667,-84.428056
DFW,Dallas/Fort Worth,USA,BHM,Birmingham (US),USA,6150,200307,32.896944,-97.038056
DFW,Dallas/Fort Worth,USA,BOS,Boston,USA,9300,200307,32.896944,-97.038056
