Source,Source City,Source Country,Target,Target City,Target Country,Weight,TimeSeries,Lat ,Lon
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,279,200307,68.133333,-151.733333
FAI,Fairbanks,USA,AKP,Anaktuvuk Pass,USA,243,200307,64.816667,-147.866667
FAI,Fairbanks,USA,SHG,Shungnak,USA,279,200307,64.816667,-147.866667
FAI,Fairbanks,USA,TAL,Tanana,USA,486,200307,64.816667,-147.866667
TAL,Tanana,USA,FAI,Fairbanks,USA,765,200307,65.17187339,-152.0787899
VEE,Venetie,USA,FAI,Fairbanks,USA,135,200307,67.016667,-146.416667
TOG,Togiak,USA,DLG,Dillingham,USA,540,200307,59.07036101,-160.3783234
DLG,Dillingham,USA,KMO,Manokotak,USA,540,200307,59.05656031,-158.4803121
OME,Nome,USA,SVA,Savoonga,USA,540,200307,64.50610008,-165.4063744
TLA,Teller,USA,OME,Nome,USA,540,200307,65.26359906,-166.3607864
GLV,Golovin,USA,ELI,Elim,USA,460,200307,64.55,-163.016667
GAM,Gambell,USA,OME,Nome,USA,540,200307,63.77971031,-171.7310787
KMO,Manokotak,USA,TOG,Togiak,USA,540,200307,58.966667,-159.05
KTS,Teller Mission,USA,TLA,Teller,USA,540,200307,65.333333,-166.483333
SHH,Shishmaref,USA,KTS,Teller Mission,USA,540,200307,66.25697512,-166.0718893
OME,Nome,USA,SHH,Shishmaref,USA,540,200307,64.50610008,-165.4063744
KEK,Ekwok,USA,KNW,New Stuyahok,USA,540,200307,59.366667,-157.483333
OME,Nome,USA,WMO,White Mountain,USA,460,200307,64.50610008,-165.4063744
ELI,Elim,USA,OME,Nome,USA,460,200307,64.616667,-162.266667
KGK,Koliganek,USA,DLG,Dillingham,USA,540,200307,59.783333,-157.333333
WMO,White Mountain,USA,GLV,Golovin,USA,460,200307,64.683333,-163.4
KNW,New Stuyahok,USA,KGK,Koliganek,USA,540,200307,59.533333,-157.333333
SVA,Savoonga,USA,GAM,Gambell,USA,540,200307,62.7,-170.466667
DLG,Dillingham,USA,KEK,Ekwok,USA,540,200307,59.05656031,-158.4803121
BET,Bethel,USA,KPN,Kipnuk,USA,216,200307,60.783333,-161.833333
KPN,Kipnuk,USA,BET,Bethel,USA,216,200307,59.933333,-164.033333
PIE,St Petersburg (US),USA,YYZ,Toronto,Canada,2232,200307,27.910556,-82.6875
MCO,Orlando,USA,PIE,St Petersburg (US),USA,720,200307,28.429444,-81.308889
FLL,Fort Lauderdale,USA,YYZ,Toronto,Canada,1620,200307,26.0725,-80.152778
PIE,St Petersburg (US),USA,YYZ,Toronto,Canada,720,200307,27.910556,-82.6875
MCO,Orlando,USA,PIE,St Petersburg (US),USA,2232,200307,28.429444,-81.308889
BHD,Belfast,United Kingdom,IOM,Isle of Man,United Kingdom,828,200307,54.618056,-5.8725
IOM,Isle of Man,United Kingdom,BHD,Belfast,United Kingdom,828,200307,54.083333,-4.623889
BLK,Blackpool,United Kingdom,IOM,Isle of Man,United Kingdom,1116,200307,53.771667,-3.028611
IOM,Isle of Man,United Kingdom,BLK,Blackpool,United Kingdom,1116,200307,54.083333,-4.623889
LGW,London (GB),United Kingdom,MLA,Malta,Malta,4588,200307,51.148056,-0.190278
LBA,Leeds Bradford,United Kingdom,MLA,Malta,Malta,740,200307,53.865833,-1.660556
EMA,Nottingham,United Kingdom,MLA,Malta,Malta,740,200307,52.831111,-1.328056
MAN,Manchester (GB),United Kingdom,MLA,Malta,Malta,2072,200307,53.35,-2.266667
LGW,London (GB),United Kingdom,SSG,Malabo,Equatorial Guinea,1480,200307,51.148056,-0.190278
IAH,Houston,USA,MEX,Mexico City,Mexico,3720,200307,29.984444,-95.341389
LAS,Las Vegas,USA,MTY,Monterrey,Mexico,5160,200307,36.083333,-115.166667
LAS,Las Vegas,USA,MEX,Mexico City,Mexico,2296,200307,36.083333,-115.166667
IAH,Houston,USA,MTY,Monterrey,Mexico,3720,200307,29.984444,-95.341389
LAX,Los Angeles,USA,MTY,Monterrey,Mexico,7440,200307,33.9425,-118.407222
ORD,Chicago,USA,MTY,Monterrey,Mexico,3720,200307,41.978611,-87.904722
BRW,Barrow,USA,AIN,Wainwright,USA,405,200307,71.29056968,-156.78858
UNK,Unalakleet,USA,WBB,Stebbins,USA,204,200307,63.87342552,-160.7880516
WBB,Stebbins,USA,UNK,Unalakleet,USA,162,200307,63.5,-162.266667
SMK,St Michael,USA,UNK,Unalakleet,USA,204,200307,63.483333,-162.016667
UNK,Unalakleet,USA,SMK,St Michael,USA,162,200307,63.87342552,-160.7880516
GLV,Golovin,USA,OME,Nome,USA,126,200307,64.55,-163.016667
OME,Nome,USA,SHH,Shishmaref,USA,27,200307,64.50610008,-165.4063744
OME,Nome,USA,UNK,Unalakleet,USA,63,200307,64.50610008,-165.4063744
OME,Nome,USA,WMO,White Mountain,USA,486,200307,64.50610008,-165.4063744
SHH,Shishmaref,USA,OME,Nome,USA,9,200307,66.25697512,-166.0718893
UNK,Unalakleet,USA,OME,Nome,USA,63,200307,63.87342552,-160.7880516
BRW,Barrow,USA,NUI,Nuiqsut,USA,405,200307,71.29056968,-156.78858
IAN,Kiana,USA,ORV,Noorvik,USA,243,200307,66.983333,-160.416667
NUI,Nuiqsut,USA,BRW,Barrow,USA,405,200307,70.216667,-150.916667
OME,Nome,USA,KTS,Teller Mission,USA,63,200307,64.50610008,-165.4063744
ORV,Noorvik,USA,IAN,Kiana,USA,243,200307,66.833333,-161.033333
OTZ,Kotzebue,USA,WTK,Noatak,USA,243,200307,66.89869305,-162.5965975
SMK,St Michael,USA,WBB,Stebbins,USA,162,200307,63.483333,-162.016667
SMK,St Michael,USA,WBB,Stebbins,USA,180,200307,63.483333,-162.016667
UNK,Unalakleet,USA,SKK,Shaktoolik,USA,204,200307,63.87342552,-160.7880516
WBB,Stebbins,USA,SMK,St Michael,USA,204,200307,63.5,-162.266667
WBB,Stebbins,USA,SMK,St Michael,USA,180,200307,63.5,-162.266667
WTK,Noatak,USA,OTZ,Kotzebue,USA,243,200307,67.583333,-163
AIN,Wainwright,USA,BRW,Barrow,USA,279,200307,70.63688865,-160.0383041
GAM,Gambell,USA,SVA,Savoonga,USA,450,200307,63.77971031,-171.7310787
KKA,Koyuk,USA,OME,Nome,USA,84,200307,64.94026874,-161.1574717
KKA,Koyuk,USA,OME,Nome,USA,360,200307,64.94026874,-161.1574717
OME,Nome,USA,KKA,Koyuk,USA,423,200307,64.50610008,-165.4063744
OME,Nome,USA,SHH,Shishmaref,USA,810,200307,64.50610008,-165.4063744
BKC,Buckland,USA,OTZ,Kotzebue,USA,486,200307,65.983333,-161.166667
KKA,Koyuk,USA,SKK,Shaktoolik,USA,105,200307,64.94026874,-161.1574717
OME,Nome,USA,SMK,St Michael,USA,180,200307,64.50610008,-165.4063744
OTZ,Kotzebue,USA,BKC,Buckland,USA,486,200307,66.89869305,-162.5965975
PHO,Point Hope,USA,PIZ,Point Lay,USA,243,200307,68.34772605,-166.8080201
PIZ,Point Lay,USA,PHO,Point Hope,USA,243,200307,69.733333,-163.016667
SMK,St Michael,USA,OME,Nome,USA,180,200307,63.483333,-162.016667
UNK,Unalakleet,USA,WBB,Stebbins,USA,180,200307,63.87342552,-160.7880516
WAA,Wales,USA,KTS,Teller Mission,USA,600,200307,65.60959861,-168.0875027
WBB,Stebbins,USA,UNK,Unalakleet,USA,180,200307,63.5,-162.266667
OTZ,Kotzebue,USA,PHO,Point Hope,USA,243,200307,66.89869305,-162.5965975
PHO,Point Hope,USA,OTZ,Kotzebue,USA,243,200307,68.34772605,-166.8080201
AIN,Wainwright,USA,ATK,Atqasuk,USA,405,200307,70.63688865,-160.0383041
OME,Nome,USA,WAA,Wales,USA,9,200307,64.50610008,-165.4063744
SHH,Shishmaref,USA,OME,Nome,USA,810,200307,66.25697512,-166.0718893
SKK,Shaktoolik,USA,UNK,Unalakleet,USA,423,200307,64.383333,-161.1
SVA,Savoonga,USA,GAM,Gambell,USA,72,200307,62.7,-170.466667
UNK,Unalakleet,USA,SKK,Shaktoolik,USA,360,200307,63.87342552,-160.7880516
WAA,Wales,USA,OME,Nome,USA,27,200307,65.60959861,-168.0875027
ATK,Atqasuk,USA,BRW,Barrow,USA,405,200307,70.4693795,-157.395778
OTZ,Kotzebue,USA,WLK,Selawik,USA,486,200307,66.89869305,-162.5965975
WLK,Selawik,USA,OTZ,Kotzebue,USA,486,200307,66.60387901,-160.0093911
WMO,White Mountain,USA,ELI,Elim,USA,126,200307,64.683333,-163.4
KKA,Koyuk,USA,UNK,Unalakleet,USA,162,200307,64.94026874,-161.1574717
UNK,Unalakleet,USA,KKA,Koyuk,USA,42,200307,63.87342552,-160.7880516
BRW,Barrow,USA,ATK,Atqasuk,USA,279,200307,71.29056968,-156.78858
BRW,Barrow,USA,PIZ,Point Lay,USA,243,200307,71.29056968,-156.78858
IAN,Kiana,USA,OTZ,Kotzebue,USA,243,200307,66.983333,-160.416667
KVL,Kivalina,USA,WTK,Noatak,USA,243,200307,67.73149224,-164.4859034
OTZ,Kotzebue,USA,IAN,Kiana,USA,243,200307,66.89869305,-162.5965975
PIZ,Point Lay,USA,BRW,Barrow,USA,243,200307,69.733333,-163.016667
SHH,Shishmaref,USA,WAA,Wales,USA,27,200307,66.25697512,-166.0718893
WAA,Wales,USA,SHH,Shishmaref,USA,9,200307,65.60959861,-168.0875027
WTK,Noatak,USA,KVL,Kivalina,USA,243,200307,67.583333,-163
BTI,Barter Island,USA,SCC,Prudhoe Bay/Deadhorse,USA,405,200307,70.133333,-143.633333
ELI,Elim,USA,OME,Nome,USA,360,200307,64.616667,-162.266667
NUI,Nuiqsut,USA,SCC,Prudhoe Bay/Deadhorse,USA,405,200307,70.216667,-150.916667
SCC,Prudhoe Bay/Deadhorse,USA,BTI,Barter Island,USA,405,200307,70.333333,-148.333333
SCC,Prudhoe Bay/Deadhorse,USA,NUI,Nuiqsut,USA,405,200307,70.333333,-148.333333
ELI,Elim,USA,GLV,Golovin,USA,126,200307,64.616667,-162.266667
GLV,Golovin,USA,ELI,Elim,USA,360,200307,64.55,-163.016667
KKA,Koyuk,USA,SKK,Shaktoolik,USA,423,200307,64.94026874,-161.1574717
KVL,Kivalina,USA,OTZ,Kotzebue,USA,243,200307,67.73149224,-164.4859034
OME,Nome,USA,KKA,Koyuk,USA,105,200307,64.50610008,-165.4063744
OTZ,Kotzebue,USA,KVL,Kivalina,USA,243,200307,66.89869305,-162.5965975
SKK,Shaktoolik,USA,KKA,Koyuk,USA,360,200307,64.383333,-161.1
OME,Nome,USA,WAA,Wales,USA,705,200307,64.50610008,-165.4063744
SKK,Shaktoolik,USA,KKA,Koyuk,USA,204,200307,64.383333,-161.1
SKK,Shaktoolik,USA,UNK,Unalakleet,USA,105,200307,64.383333,-161.1
WAA,Wales,USA,OME,Nome,USA,105,200307,65.60959861,-168.0875027
WMO,White Mountain,USA,GLV,Golovin,USA,360,200307,64.683333,-163.4
ATK,Atqasuk,USA,AIN,Wainwright,USA,279,200307,70.4693795,-157.395778
TLA,Teller,USA,OME,Nome,USA,63,200307,65.26359906,-166.3607864
KTS,Teller Mission,USA,OME,Nome,USA,600,200307,65.333333,-166.483333
ORV,Noorvik,USA,OTZ,Kotzebue,USA,243,200307,66.833333,-161.033333
OTZ,Kotzebue,USA,ORV,Noorvik,USA,243,200307,66.89869305,-162.5965975
OME,Nome,USA,SVA,Savoonga,USA,72,200307,64.50610008,-165.4063744
SVA,Savoonga,USA,OME,Nome,USA,450,200307,62.7,-170.466667
KTS,Teller Mission,USA,TLA,Teller,USA,63,200307,65.333333,-166.483333
GAM,Gambell,USA,OME,Nome,USA,72,200307,63.77971031,-171.7310787
OME,Nome,USA,GAM,Gambell,USA,450,200307,64.50610008,-165.4063744
CWL,Cardiff,United Kingdom,JER,Jersey,United Kingdom,552,200307,51.4,-3.35
JER,Jersey,United Kingdom,CWL,Cardiff,United Kingdom,552,200307,49.208056,-2.195556
JER,Jersey,United Kingdom,PLH,Plymouth,United Kingdom,368,200307,49.208056,-2.195556
PLH,Plymouth,United Kingdom,JER,Jersey,United Kingdom,368,200307,50.38538576,-4.159989259
CWL,Cardiff,United Kingdom,DUB,Dublin,Ireland Republic of,2668,200307,51.4,-3.35
JER,Jersey,United Kingdom,SWS,Swansea,United Kingdom,184,200307,49.208056,-2.195556
SWS,Swansea,United Kingdom,JER,Jersey,United Kingdom,184,200307,51.6,-4.066667
SWS,Swansea,United Kingdom,ORK,Cork,Ireland Republic of,368,200307,51.6,-4.066667
CWL,Cardiff,United Kingdom,SWS,Swansea,United Kingdom,3542,200307,51.4,-3.35
SWS,Swansea,United Kingdom,CWL,Cardiff,United Kingdom,3542,200307,51.6,-4.066667
SWS,Swansea,United Kingdom,DUB,Dublin,Ireland Republic of,1426,200307,51.6,-4.066667
CWL,Cardiff,United Kingdom,LCY,London (GB),United Kingdom,3542,200307,51.4,-3.35
LCY,London (GB),United Kingdom,CWL,Cardiff,United Kingdom,3542,200307,51.505278,0.055278
PLH,Plymouth,United Kingdom,ORK,Cork,Ireland Republic of,1242,200307,50.38538576,-4.159989259
BHD,Belfast,United Kingdom,CWL,Cardiff,United Kingdom,2300,200307,54.618056,-5.8725
CWL,Cardiff,United Kingdom,BHD,Belfast,United Kingdom,2300,200307,51.4,-3.35
PEK,Beijing,China,OVB,Novosibirsk,Russian Federation,755,200307,40.063333,116.584444
BET,Bethel,USA,KWK,Kwigillingok,USA,414,200307,60.783333,-161.833333
BET,Bethel,USA,NME,Nightmute,USA,558,200307,60.783333,-161.833333
ANC,Anchorage,USA,ENA,Kenai,USA,3510,200307,61.174444,-149.996389
ANC,Anchorage,USA,HOM,Homer,USA,1944,200307,61.174444,-149.996389
BET,Bethel,USA,KPN,Kipnuk,USA,558,200307,60.783333,-161.833333
BET,Bethel,USA,GNU,Goodnews Bay,USA,558,200307,60.783333,-161.833333
BET,Bethel,USA,HPB,Hooper Bay,USA,414,200307,60.783333,-161.833333
BET,Bethel,USA,WTL,Tuntutuliak,USA,558,200307,60.783333,-161.833333
CYF,Chefornak,USA,KPN,Kipnuk,USA,486,200307,60.2,-164.183333
GNU,Goodnews Bay,USA,PTU,Platinum,USA,558,200307,59.12099265,-161.5871302
KPN,Kipnuk,USA,CYF,Chefornak,USA,558,200307,59.933333,-164.033333
KKH,Kongiganak,USA,KWK,Kwigillingok,USA,558,200307,59.966667,-162.75
KWK,Kwigillingok,USA,BET,Bethel,USA,558,200307,59.816667,-163.15
KWK,Kwigillingok,USA,KKH,Kongiganak,USA,414,200307,59.816667,-163.15
BET,Bethel,USA,CYF,Chefornak,USA,486,200307,60.783333,-161.833333
BET,Bethel,USA,VAK,Chevak,USA,414,200307,60.783333,-161.833333
VAK,Chevak,USA,BET,Bethel,USA,972,200307,61.528611,-165.590278
ENA,Kenai,USA,ANC,Anchorage,USA,3510,200307,60.55435162,-151.2580131
HOM,Homer,USA,ANC,Anchorage,USA,1944,200307,59.64293439,-151.5482797
HPB,Hooper Bay,USA,VAK,Chevak,USA,972,200307,61.53108787,-166.0965648
KPN,Kipnuk,USA,BET,Bethel,USA,486,200307,59.933333,-164.033333
VAK,Chevak,USA,HPB,Hooper Bay,USA,414,200307,61.528611,-165.590278
KWN,Quinhagak,USA,EEK,Eek,USA,558,200307,59.74923281,-161.9157864
WTL,Tuntutuliak,USA,BET,Bethel,USA,414,200307,60,-162
CYF,Chefornak,USA,BET,Bethel,USA,558,200307,60.2,-164.183333
BET,Bethel,USA,OOK,Toksook Bay,USA,486,200307,60.783333,-161.833333
NME,Nightmute,USA,OOK,Toksook Bay,USA,558,200307,60.483333,-164
OOK,Toksook Bay,USA,BET,Bethel,USA,558,200307,60.5,-165.1
OOK,Toksook Bay,USA,TNK,Tununak,USA,486,200307,60.5,-165.1
TNK,Tununak,USA,OOK,Toksook Bay,USA,558,200307,60.58548667,-165.2557892
ANC,Anchorage,USA,ENA,Kenai,USA,10471,200307,61.174444,-149.996389
ENA,Kenai,USA,ANC,Anchorage,USA,10471,200307,60.55435162,-151.2580131
ADQ,Kodiak,USA,ANC,Anchorage,USA,250,200307,57.75,-152.483333
ANC,Anchorage,USA,ADQ,Kodiak,USA,250,200307,61.174444,-149.996389
ANC,Anchorage,USA,HOM,Homer,USA,2701,200307,61.174444,-149.996389
HOM,Homer,USA,ANC,Anchorage,USA,2701,200307,59.64293439,-151.5482797
PTU,Platinum,USA,KWN,Quinhagak,USA,558,200307,59.016667,-161.816667
KKH,Kongiganak,USA,WTL,Tuntutuliak,USA,414,200307,59.966667,-162.75
MYU,Mekoryuk,USA,TNK,Tununak,USA,558,200307,60.38864671,-166.1899372
TNK,Tununak,USA,MYU,Mekoryuk,USA,486,200307,60.58548667,-165.2557892
EEK,Eek,USA,BET,Bethel,USA,558,200307,60.216667,-162.016667
ANC,Anchorage,USA,ENA,Kenai,USA,400,200307,61.174444,-149.996389
ANC,Anchorage,USA,HOM,Homer,USA,250,200307,61.174444,-149.996389
ENA,Kenai,USA,ANC,Anchorage,USA,400,200307,60.55435162,-151.2580131
HOM,Homer,USA,ANC,Anchorage,USA,250,200307,59.64293439,-151.5482797
WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,558,200307,60,-162
WWT,Newtok,USA,BET,Bethel,USA,558,200307,60.933333,-164.633333
ANC,Anchorage,USA,VDZ,Valdez,USA,2000,200307,61.174444,-149.996389
BET,Bethel,USA,MYU,Mekoryuk,USA,558,200307,60.783333,-161.833333
HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,414,200307,61.53108787,-166.0965648
MYU,Mekoryuk,USA,BET,Bethel,USA,486,200307,60.38864671,-166.1899372
OOK,Toksook Bay,USA,WWT,Newtok,USA,558,200307,60.5,-165.1
SCM,Scammon Bay,USA,HPB,Hooper Bay,USA,558,200307,61.866667,-165.583333
VDZ,Valdez,USA,ANC,Anchorage,USA,2000,200307,61,-146.3
ADQ,Kodiak,USA,ANC,Anchorage,USA,5402,200307,57.75,-152.483333
ANC,Anchorage,USA,ADQ,Kodiak,USA,5402,200307,61.174444,-149.996389
BET,Bethel,USA,SCM,Scammon Bay,USA,558,200307,60.783333,-161.833333
ANC,Anchorage,USA,VDZ,Valdez,USA,1517,200307,61.174444,-149.996389
VDZ,Valdez,USA,ANC,Anchorage,USA,1517,200307,61,-146.3
SCM,Scammon Bay,USA,BET,Bethel,USA,414,200307,61.866667,-165.583333
ANC,Anchorage,USA,CDV,Cordova,USA,2072,200307,61.174444,-149.996389
CDV,Cordova,USA,ANC,Anchorage,USA,2072,200307,60.483333,-145.483333
HNS,Haines,USA,JNU,Juneau,USA,1085,200307,59.25,-135.516667
JNU,Juneau,USA,HNS,Haines,USA,1160,200307,58.31412661,-134.419997
HNS,Haines,USA,SGY,Skagway,USA,1160,200307,59.25,-135.516667
SGY,Skagway,USA,HNS,Haines,USA,1085,200307,59.45832033,-135.3138959
KPN,Kipnuk,USA,CYF,Chefornak,USA,104,200307,59.933333,-164.033333
KUK,Kasigluk,USA,BET,Bethel,USA,112,200307,60.866667,-162.533333
ANI,Aniak,USA,KLG,Kalskag,USA,432,200307,61.5787077,-159.5221857
ANI,Aniak,USA,CHU,Chuathbaluk,USA,216,200307,61.5787077,-159.5221857
BET,Bethel,USA,ATT,Atmautluak,USA,112,200307,60.783333,-161.833333
KGX,Grayling,USA,SHX,Shageluk,USA,216,200307,62.666667,-160.008333
RSH,Russian Mission,USA,ANI,Aniak,USA,432,200307,61.783333,-161.333333
SHX,Shageluk,USA,ANI,Aniak,USA,216,200307,62.633333,-159.583333
KWN,Quinhagak,USA,EEK,Eek,USA,112,200307,59.74923281,-161.9157864
KLG,Kalskag,USA,RSH,Russian Mission,USA,432,200307,61.533333,-160.366667
EEK,Eek,USA,BET,Bethel,USA,112,200307,60.216667,-162.016667
RDV,Red Devil,USA,SLQ,Sleetmute,USA,216,200307,61.76099632,-157.3125273
CHU,Chuathbaluk,USA,CKD,Crooked Creek,USA,216,200307,61.666667,-159.25
BET,Bethel,USA,VAK,Chevak,USA,104,200307,60.783333,-161.833333
TNK,Tununak,USA,WWT,Newtok,USA,112,200307,60.58548667,-165.2557892
BET,Bethel,USA,NME,Nightmute,USA,112,200307,60.783333,-161.833333
SLQ,Sleetmute,USA,ANI,Aniak,USA,104,200307,61.7,-157.116667
ANI,Aniak,USA,HCR,Holy Cross,USA,216,200307,61.5787077,-159.5221857
OOK,Toksook Bay,USA,TNK,Tununak,USA,112,200307,60.5,-165.1
CKD,Crooked Creek,USA,RDV,Red Devil,USA,216,200307,61.866667,-158.133333
KKH,Kongiganak,USA,KWK,Kwigillingok,USA,104,200307,59.966667,-162.75
VAK,Chevak,USA,HPB,Hooper Bay,USA,104,200307,61.528611,-165.590278
WWT,Newtok,USA,BET,Bethel,USA,112,200307,60.933333,-164.633333
NME,Nightmute,USA,OOK,Toksook Bay,USA,112,200307,60.483333,-164
ATT,Atmautluak,USA,NUP,Nunapitchuk,USA,112,200307,61,-162.75
BET,Bethel,USA,MLL,Marshall,USA,112,200307,60.783333,-161.833333
BET,Bethel,USA,WTL,Tuntutuliak,USA,104,200307,60.783333,-161.833333
MLL,Marshall,USA,BET,Bethel,USA,112,200307,61.883333,-162.066667
SLQ,Sleetmute,USA,SRV,Stony River,USA,112,200307,61.7,-157.116667
SRV,Stony River,USA,ANI,Aniak,USA,112,200307,61.783333,-156.583333
KWK,Kwigillingok,USA,KPN,Kipnuk,USA,104,200307,59.816667,-163.15
WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,104,200307,60,-162
ANV,Anvik,USA,KGX,Grayling,USA,216,200307,62.65,-160.216667
BET,Bethel,USA,KWN,Quinhagak,USA,112,200307,60.783333,-161.833333
CYF,Chefornak,USA,BET,Bethel,USA,104,200307,60.2,-164.183333
HCR,Holy Cross,USA,ANV,Anvik,USA,216,200307,62.15,-159.783333
HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,104,200307,61.53108787,-166.0965648
NUP,Nunapitchuk,USA,KUK,Kasigluk,USA,112,200307,60.883333,-162.466667
SCM,Scammon Bay,USA,BET,Bethel,USA,104,200307,61.866667,-165.583333
SMK,St Michael,USA,UNK,Unalakleet,USA,112,200307,63.483333,-162.016667
SMK,St Michael,USA,WBB,Stebbins,USA,112,200307,63.483333,-162.016667
UNK,Unalakleet,USA,SMK,St Michael,USA,112,200307,63.87342552,-160.7880516
WBB,Stebbins,USA,SMK,St Michael,USA,112,200307,63.5,-162.266667
RDU,Raleigh/Durham,USA,FPO,Freeport,Bahamas,1530,200307,35.877778,-78.7875
CLE,Cleveland,USA,FPO,Freeport,Bahamas,1360,200307,41.416667,-81.85
RIC,Richmond (US),USA,FPO,Freeport,Bahamas,1530,200307,37.5,-77.316667
FLL,Fort Lauderdale,USA,FPO,Freeport,Bahamas,8840,200307,26.0725,-80.152778
MEM,Memphis,USA,FPO,Freeport,Bahamas,1530,200307,35.066667,-89.966667
CLE,Cleveland,USA,ROC,Rochester (US) NY,USA,170,200307,41.416667,-81.85
ROC,Rochester (US) NY,USA,CLE,Cleveland,USA,170,200307,43.16,-77.6
ROC,Rochester (US) NY,USA,FPO,Freeport,Bahamas,170,200307,43.16,-77.6
CVG,Cincinnati,USA,FPO,Freeport,Bahamas,1530,200307,39.048889,-84.667778
TPA,Tampa,USA,FPO,Freeport,Bahamas,1360,200307,27.975556,-82.533056
KKA,Koyuk,USA,SKK,Shaktoolik,USA,270,200307,64.94026874,-161.1574717
SKK,Shaktoolik,USA,KKA,Koyuk,USA,234,200307,64.383333,-161.1
ABL,Ambler,USA,SHG,Shungnak,USA,270,200307,67.08648521,-157.8514091
KVL,Kivalina,USA,PHO,Point Hope,USA,234,200307,67.73149224,-164.4859034
OME,Nome,USA,SVA,Savoonga,USA,660,200307,64.50610008,-165.4063744
DRG,Deering,USA,OTZ,Kotzebue,USA,234,200307,66.083333,-162.766667
GAM,Gambell,USA,OME,Nome,USA,330,200307,63.77971031,-171.7310787
BKC,Buckland,USA,OTZ,Kotzebue,USA,270,200307,65.983333,-161.166667
OTZ,Kotzebue,USA,BKC,Buckland,USA,234,200307,66.89869305,-162.5965975
ELI,Elim,USA,OME,Nome,USA,270,200307,64.616667,-162.266667
KVL,Kivalina,USA,OTZ,Kotzebue,USA,270,200307,67.73149224,-164.4859034
OME,Nome,USA,ELI,Elim,USA,36,200307,64.50610008,-165.4063744
OME,Nome,USA,UNK,Unalakleet,USA,234,200307,64.50610008,-165.4063744
OME,Nome,USA,WMO,White Mountain,USA,270,200307,64.50610008,-165.4063744
OTZ,Kotzebue,USA,KVL,Kivalina,USA,234,200307,66.89869305,-162.5965975
OTZ,Kotzebue,USA,WLK,Selawik,USA,504,200307,66.89869305,-162.5965975
UNK,Unalakleet,USA,OME,Nome,USA,504,200307,63.87342552,-160.7880516
SVA,Savoonga,USA,OME,Nome,USA,616,200307,62.7,-170.466667
KPC,Port Clarence,USA,OME,Nome,USA,126,200307,65.25,-166.85
OME,Nome,USA,SMK,St Michael,USA,234,200307,64.50610008,-165.4063744
OME,Nome,USA,GAM,Gambell,USA,286,200307,64.50610008,-165.4063744
OME,Nome,USA,WBB,Stebbins,USA,270,200307,64.50610008,-165.4063744
OTZ,Kotzebue,USA,DRG,Deering,USA,270,200307,66.89869305,-162.5965975
WBB,Stebbins,USA,OME,Nome,USA,234,200307,63.5,-162.266667
SHG,Shungnak,USA,OBU,Kobuk,USA,270,200307,66.883333,-157.05
WLK,Selawik,USA,OTZ,Kotzebue,USA,504,200307,66.60387901,-160.0093911
OTZ,Kotzebue,USA,ABL,Ambler,USA,270,200307,66.89869305,-162.5965975
ORV,Noorvik,USA,OTZ,Kotzebue,USA,270,200307,66.833333,-161.033333
OTZ,Kotzebue,USA,ORV,Noorvik,USA,504,200307,66.89869305,-162.5965975
OTZ,Kotzebue,USA,WTK,Noatak,USA,504,200307,66.89869305,-162.5965975
WAA,Wales,USA,TNC,Tin City,USA,108,200307,65.60959861,-168.0875027
WTK,Noatak,USA,OTZ,Kotzebue,USA,234,200307,67.583333,-163
OME,Nome,USA,SHH,Shishmaref,USA,270,200307,64.50610008,-165.4063744
ORV,Noorvik,USA,IAN,Kiana,USA,234,200307,66.833333,-161.033333
BKC,Buckland,USA,DRG,Deering,USA,234,200307,65.983333,-161.166667
TNC,Tin City,USA,OME,Nome,USA,108,200307,65.563056,-167.921667
SHH,Shishmaref,USA,OME,Nome,USA,270,200307,66.25697512,-166.0718893
GLV,Golovin,USA,ELI,Elim,USA,270,200307,64.55,-163.016667
IAN,Kiana,USA,OTZ,Kotzebue,USA,504,200307,66.983333,-160.416667
KKA,Koyuk,USA,OME,Nome,USA,234,200307,64.94026874,-161.1574717
LUR,Cape Lisburne,USA,PHO,Point Hope,USA,63,200307,68.866667,-166.1
OME,Nome,USA,KKA,Koyuk,USA,234,200307,64.50610008,-165.4063744
OTZ,Kotzebue,USA,IAN,Kiana,USA,270,200307,66.89869305,-162.5965975
OTZ,Kotzebue,USA,PHO,Point Hope,USA,270,200307,66.89869305,-162.5965975
PHO,Point Hope,USA,LUR,Cape Lisburne,USA,63,200307,68.34772605,-166.8080201
PHO,Point Hope,USA,OTZ,Kotzebue,USA,504,200307,68.34772605,-166.8080201
WMO,White Mountain,USA,GLV,Golovin,USA,270,200307,64.683333,-163.4
DRG,Deering,USA,BKC,Buckland,USA,270,200307,66.083333,-162.766667
KTS,Teller Mission,USA,OME,Nome,USA,234,200307,65.333333,-166.483333
SMK,St Michael,USA,WBB,Stebbins,USA,234,200307,63.483333,-162.016667
WBB,Stebbins,USA,SMK,St Michael,USA,270,200307,63.5,-162.266667
GAM,Gambell,USA,SVA,Savoonga,USA,330,200307,63.77971031,-171.7310787
